Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
43,No,Travel_Frequently,Research & Development,1,Life Sciences,1,902,4,Female,Healthcare Representative,4,Married,5562,4,No,12,2,5,2
47,No,Travel_Rarely,Sales,2,Marketing,1,903,3,Female,Sales Executive,4,Married,4537,0,Yes,8,3,7,7
37,No,Non-Travel,Sales,19,Medical,1,904,1,Male,Sales Executive,2,Single,7642,1,Yes,10,3,10,0
50,No,Non-Travel,Research & Development,2,Life Sciences,1,905,1,Male,Manager,1,Divorced,17924,1,No,31,3,31,14
39,No,Travel_Rarely,Human Resources,2,Life Sciences,1,909,4,Female,Human Resources,4,Married,5204,8,No,13,3,5,0
33,No,Travel_Rarely,Human Resources,3,Human Resources,1,910,4,Male,Human Resources,2,Divorced,2277,3,Yes,7,4,4,0
32,Yes,Travel_Rarely,Research & Development,25,Life Sciences,1,911,1,Male,Laboratory Technician,4,Single,2795,1,Yes,1,1,1,0
29,No,Travel_Rarely,Research & Development,7,Medical,1,912,1,Female,Laboratory Technician,4,Divorced,2532,6,No,8,3,4,0
44,No,Travel_Rarely,Research & Development,9,Life Sciences,1,913,2,Male,Research Scientist,1,Married,2559,1,Yes,8,3,8,7
28,No,Travel_Rarely,Sales,5,Medical,1,916,1,Male,Sales Executive,4,Single,4908,1,No,4,3,4,0
58,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,918,4,Male,Laboratory Technician,4,Divorced,2380,9,Yes,3,2,1,0
43,No,Travel_Rarely,Research & Development,8,Life Sciences,1,920,1,Female,Manufacturing Director,2,Divorced,4765,4,No,4,4,1,0
20,Yes,Travel_Rarely,Sales,2,Medical,1,922,3,Female,Sales Representative,3,Single,2044,1,No,2,2,2,0
21,Yes,Travel_Rarely,Research & Development,18,Other,1,923,4,Female,Research Scientist,4,Single,2693,1,No,1,2,1,0
36,No,Travel_Rarely,Research & Development,14,Life Sciences,1,924,3,Male,Healthcare Representative,4,Married,6586,0,Yes,17,2,16,4
47,No,Travel_Rarely,Sales,2,Life Sciences,1,925,4,Female,Sales Representative,4,Single,3294,1,Yes,3,2,3,1
22,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,926,2,Female,Manufacturing Director,3,Married,4171,0,Yes,4,4,3,0
41,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,927,2,Female,Laboratory Technician,4,Divorced,2778,4,Yes,10,2,7,1
28,No,Travel_Rarely,Research & Development,9,Medical,1,930,3,Female,Research Scientist,3,Divorced,2377,5,No,6,3,2,2
39,Yes,Travel_Rarely,Research & Development,6,Medical,1,932,4,Male,Laboratory Technician,1,Married,2404,7,Yes,8,1,2,2
27,No,Travel_Rarely,Research & Development,4,Life Sciences,1,933,2,Female,Research Scientist,3,Single,2318,1,No,1,3,1,0
34,No,Travel_Rarely,Research & Development,10,Life Sciences,1,934,2,Male,Laboratory Technician,2,Divorced,2008,1,No,1,3,1,1
42,No,Travel_Rarely,Sales,14,Medical,1,936,3,Female,Sales Executive,3,Single,6244,7,No,10,3,5,0
33,No,Travel_Rarely,Research & Development,1,Other,1,939,3,Male,Research Scientist,1,Single,2799,3,Yes,6,3,3,0
58,No,Travel_Rarely,Research & Development,5,Technical Degree,1,940,3,Female,Healthcare Representative,2,Divorced,10552,2,Yes,24,3,6,0
31,No,Travel_Rarely,Sales,7,Life Sciences,1,941,2,Male,Sales Representative,3,Married,2329,3,No,13,4,7,5
35,No,Travel_Rarely,Research & Development,21,Life Sciences,1,942,4,Female,Healthcare Representative,4,Married,4014,1,Yes,10,1,10,0
49,No,Travel_Rarely,Research & Development,8,Other,1,944,1,Female,Laboratory Technician,2,Married,7403,4,No,29,2,26,1
48,No,Travel_Rarely,Research & Development,20,Medical,1,945,4,Male,Research Scientist,3,Married,2259,4,No,13,2,0,0
31,No,Non-Travel,Sales,20,Marketing,1,947,4,Female,Sales Executive,3,Married,6932,1,No,9,2,9,0
36,No,Travel_Rarely,Research & Development,7,Other,1,949,2,Male,Research Scientist,4,Single,4678,2,No,8,3,6,0
38,No,Travel_Rarely,Research & Development,1,Technical Degree,1,950,4,Female,Research Director,1,Married,13582,1,No,15,3,15,5
32,No,Non-Travel,Research & Development,1,Life Sciences,1,951,3,Female,Laboratory Technician,2,Married,2332,6,No,5,3,3,0
25,Yes,Travel_Rarely,Sales,19,Marketing,1,952,3,Male,Sales Representative,2,Married,2413,1,Yes,1,3,1,0
40,No,Travel_Rarely,Sales,10,Marketing,1,954,1,Male,Sales Executive,2,Divorced,9705,2,No,11,2,1,0
26,No,Travel_Frequently,Sales,1,Medical,1,956,3,Male,Sales Executive,1,Single,4294,1,No,7,3,7,0
41,No,Travel_Rarely,Research & Development,6,Medical,1,957,4,Male,Laboratory Technician,1,Single,4721,2,Yes,20,3,18,2
36,No,Travel_Rarely,Research & Development,2,Medical,1,958,3,Male,Laboratory Technician,3,Single,2519,4,No,16,3,11,3
19,Yes,Travel_Rarely,Sales,21,Other,1,959,4,Male,Sales Representative,2,Single,2121,1,Yes,1,4,1,0
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,1,960,1,Male,Laboratory Technician,1,Single,2973,1,No,1,3,1,0
31,No,Travel_Rarely,Research & Development,12,Medical,1,961,4,Female,Healthcare Representative,4,Married,5855,0,Yes,10,1,9,8
40,No,Travel_Frequently,Research & Development,9,Medical,1,964,4,Male,Research Scientist,2,Divorced,3617,8,Yes,3,3,1,0
32,No,Travel_Rarely,Research & Development,3,Medical,1,966,3,Female,Manufacturing Director,1,Married,6725,1,No,8,4,8,6
36,Yes,Travel_Rarely,Sales,3,Life Sciences,1,967,3,Male,Sales Executive,4,Married,10325,1,Yes,16,3,16,3
33,No,Travel_Rarely,Research & Development,1,Life Sciences,1,969,2,Female,Healthcare Representative,4,Single,6949,0,No,6,3,5,1
37,Yes,Travel_Rarely,Sales,1,Life Sciences,1,970,1,Male,Sales Executive,3,Married,10609,5,No,17,1,14,11
45,No,Non-Travel,Research & Development,4,Life Sciences,1,972,3,Male,Laboratory Technician,2,Married,4447,1,No,9,2,9,0
29,No,Travel_Frequently,Sales,20,Technical Degree,1,974,3,Female,Sales Representative,4,Married,2157,1,No,3,3,3,0
35,No,Travel_Rarely,Sales,18,Medical,1,975,3,Female,Sales Executive,3,Married,4601,1,No,5,3,5,1
52,No,Travel_Rarely,Research & Development,1,Life Sciences,1,976,4,Male,Manager,4,Married,17099,2,No,26,2,9,7
58,Yes,Travel_Rarely,Research & Development,2,Technical Degree,1,977,4,Male,Research Scientist,3,Single,2479,4,No,7,3,1,0
53,No,Travel_Rarely,Sales,2,Medical,1,981,3,Male,Manager,3,Divorced,14852,6,No,22,4,17,15
30,No,Travel_Rarely,Sales,8,Other,1,982,3,Male,Sales Executive,3,Divorced,7264,5,No,10,4,8,7
38,No,Non-Travel,Sales,10,Technical Degree,1,983,3,Female,Sales Executive,4,Single,5666,1,Yes,6,3,5,1
35,No,Travel_Rarely,Sales,3,Life Sciences,1,984,4,Male,Sales Executive,4,Divorced,7823,6,No,12,3,10,0
39,No,Travel_Rarely,Sales,2,Life Sciences,1,985,1,Male,Sales Executive,3,Single,7880,0,No,9,3,8,0
40,Yes,Non-Travel,Sales,24,Life Sciences,1,986,2,Female,Sales Executive,2,Single,13194,4,Yes,22,2,1,0
47,No,Travel_Frequently,Research & Development,16,Medical,1,987,3,Male,Manufacturing Director,3,Divorced,5067,1,Yes,20,4,19,2
36,No,Non-Travel,Sales,8,Technical Degree,1,990,1,Male,Sales Executive,4,Divorced,5079,4,No,12,3,7,0
31,Yes,Non-Travel,Research & Development,9,Medical,1,991,3,Male,Research Scientist,1,Single,2321,0,Yes,4,3,3,1
33,No,Non-Travel,Sales,17,Life Sciences,1,992,4,Male,Manager,3,Single,17444,1,No,10,3,10,6
29,Yes,Travel_Rarely,Research & Development,10,Life Sciences,1,994,4,Female,Research Scientist,1,Single,2404,6,Yes,3,3,0,0
33,No,Travel_Rarely,Research & Development,13,Life Sciences,1,995,2,Female,Research Scientist,4,Single,3452,3,No,5,3,3,0
45,No,Travel_Rarely,Research & Development,1,Medical,1,996,4,Female,Laboratory Technician,4,Divorced,2270,3,No,8,3,5,0
50,No,Travel_Rarely,Research & Development,1,Medical,1,997,4,Male,Research Director,4,Divorced,17399,9,No,32,2,5,1
33,No,Travel_Frequently,Research & Development,1,Other,1,998,3,Female,Healthcare Representative,2,Married,5488,1,Yes,6,3,6,1
41,No,Travel_Frequently,Research & Development,9,Medical,1,999,1,Male,Research Director,3,Divorced,19419,2,No,21,4,18,0
27,No,Travel_Rarely,Research & Development,16,Technical Degree,1,1001,3,Female,Laboratory Technician,2,Married,2811,9,No,4,3,2,2
45,No,Non-Travel,Research & Development,23,Life Sciences,1,1002,4,Male,Laboratory Technician,1,Married,3633,1,Yes,9,3,9,0
47,No,Travel_Rarely,Sales,4,Life Sciences,1,1003,4,Female,Sales Executive,4,Single,4163,1,Yes,9,3,9,0
30,Yes,Travel_Rarely,Research & Development,22,Life Sciences,1,1004,1,Female,Research Scientist,3,Married,2132,4,Yes,7,3,5,0
50,No,Travel_Rarely,Research & Development,24,Life Sciences,1,1005,4,Male,Manufacturing Director,3,Married,13973,3,Yes,22,3,12,1
38,No,Travel_Frequently,Research & Development,10,Medical,1,1006,3,Male,Research Scientist,3,Married,2684,0,No,3,2,2,0
46,No,Travel_Rarely,Research & Development,7,Medical,1,1007,4,Male,Manufacturing Director,3,Divorced,10845,6,No,13,3,8,0
24,No,Travel_Rarely,Research & Development,17,Medical,1,1009,4,Female,Manufacturing Director,3,Divorced,4377,1,No,5,3,4,3
35,Yes,Travel_Rarely,Research & Development,14,Other,1,1010,3,Male,Laboratory Technician,2,Divorced,3743,1,Yes,5,1,4,0
31,No,Travel_Frequently,Research & Development,1,Life Sciences,1,1011,3,Female,Manufacturing Director,1,Married,4148,1,No,4,3,4,0
18,No,Non-Travel,Research & Development,5,Life Sciences,1,1012,2,Male,Research Scientist,4,Single,1051,1,No,0,3,0,0
54,No,Travel_Rarely,Research & Development,17,Technical Degree,1,1013,3,Female,Manufacturing Director,3,Married,10739,8,No,22,3,10,0
35,No,Travel_Rarely,Research & Development,25,Medical,1,1014,3,Female,Healthcare Representative,3,Divorced,10388,1,Yes,16,2,16,10
30,No,Travel_Rarely,Research & Development,8,Life Sciences,1,1015,2,Female,Research Director,1,Married,11416,0,Yes,9,2,8,1
20,Yes,Travel_Rarely,Research & Development,11,Medical,1,1016,4,Female,Research Scientist,1,Single,2600,1,Yes,1,3,1,0
30,Yes,Travel_Frequently,Research & Development,5,Medical,1,1017,2,Female,Laboratory Technician,2,Single,2422,0,No,4,3,3,1
26,No,Travel_Rarely,Research & Development,2,Medical,1,1018,4,Male,Manufacturing Director,4,Married,5472,1,No,8,3,8,1
22,No,Travel_Rarely,Research & Development,8,Life Sciences,1,1019,2,Male,Laboratory Technician,1,Married,2451,1,No,4,2,4,1
48,No,Travel_Rarely,Research & Development,6,Life Sciences,1,1022,1,Male,Healthcare Representative,3,Single,4240,2,No,19,3,2,2
48,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1024,3,Male,Healthcare Representative,3,Single,10999,7,No,27,3,15,4
41,No,Travel_Rarely,Research & Development,7,Medical,1,1025,4,Female,Manufacturing Director,3,Single,5003,6,No,8,3,2,2
39,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1026,4,Female,Manufacturing Director,4,Married,12742,1,No,21,3,21,11
27,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1027,1,Female,Manufacturing Director,4,Married,4227,0,No,4,3,3,2
35,No,Travel_Rarely,Research & Development,10,Other,1,1028,2,Male,Laboratory Technician,4,Divorced,3917,1,No,3,2,3,1
42,No,Travel_Rarely,Sales,5,Marketing,1,1029,4,Male,Manager,3,Married,18303,6,No,21,4,1,0
50,No,Travel_Rarely,Research & Development,9,Life Sciences,1,1030,1,Male,Laboratory Technician,4,Married,2380,4,No,8,3,1,0
59,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1032,3,Female,Manufacturing Director,4,Single,13726,3,Yes,30,3,5,4
37,Yes,Travel_Rarely,Research & Development,11,Medical,1,1033,1,Female,Healthcare Representative,2,Married,4777,5,No,15,1,1,0
55,No,Travel_Frequently,Research & Development,18,Medical,1,1034,3,Male,Healthcare Representative,2,Married,6385,3,Yes,17,3,8,6
41,No,Non-Travel,Research & Development,7,Life Sciences,1,1035,2,Female,Research Director,3,Divorced,19973,1,No,21,3,21,5
38,No,Travel_Rarely,Sales,3,Life Sciences,1,1036,2,Male,Sales Executive,4,Single,6861,8,Yes,19,3,1,0
26,Yes,Non-Travel,Sales,29,Medical,1,1037,2,Male,Sales Executive,1,Single,4969,8,No,7,3,2,2
52,Yes,Travel_Rarely,Sales,2,Marketing,1,1038,1,Female,Manager,4,Married,19845,1,No,33,3,32,6
44,No,Travel_Rarely,Sales,28,Medical,1,1039,4,Female,Sales Executive,4,Married,13320,3,Yes,23,3,12,11
50,No,Non-Travel,Sales,1,Life Sciences,1,1040,4,Female,Sales Executive,3,Married,6347,0,No,19,3,18,0
36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,1,1042,3,Female,Laboratory Technician,1,Single,2743,1,No,18,3,17,15
39,No,Travel_Frequently,Research & Development,22,Medical,1,1043,4,Female,Manufacturing Director,1,Single,10880,1,Yes,21,3,21,2
33,No,Non-Travel,Sales,8,Life Sciences,1,1044,2,Female,Sales Representative,4,Single,2342,0,No,3,2,2,2
45,No,Travel_Rarely,Sales,11,Life Sciences,1,1045,4,Female,Manager,4,Married,17650,3,No,26,4,9,1
32,No,Non-Travel,Research & Development,29,Medical,1,1046,4,Female,Laboratory Technician,3,Single,4025,9,No,10,3,8,7
34,No,Travel_Rarely,Sales,1,Marketing,1,1047,2,Male,Sales Executive,4,Divorced,9725,0,No,16,2,15,0
59,No,Travel_Rarely,Sales,1,Technical Degree,1,1048,2,Male,Manager,4,Married,11904,3,Yes,14,1,6,0
45,No,Travel_Rarely,Human Resources,24,Medical,1,1049,2,Male,Human Resources,2,Single,2177,1,No,6,3,6,0
53,No,Travel_Frequently,Sales,2,Marketing,1,1050,3,Female,Sales Executive,2,Married,7525,2,No,30,3,15,6
36,Yes,Travel_Rarely,Research & Development,15,Other,1,1052,1,Male,Laboratory Technician,3,Divorced,4834,7,No,9,2,1,0
26,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,1053,1,Male,Research Scientist,1,Married,2042,6,Yes,6,3,3,1
34,No,Travel_Rarely,Sales,10,Life Sciences,1,1055,3,Female,Sales Representative,3,Married,2220,1,Yes,1,3,1,0
28,No,Travel_Rarely,Sales,10,Medical,1,1056,4,Male,Sales Representative,2,Married,1052,1,No,1,3,1,0
38,No,Travel_Frequently,Research & Development,3,Other,1,1060,3,Male,Research Scientist,3,Married,2821,3,No,8,3,2,2
50,No,Travel_Rarely,Research & Development,2,Medical,1,1061,2,Male,Research Director,3,Married,19237,2,Yes,29,2,8,7
37,No,Travel_Rarely,Research & Development,3,Other,1,1062,4,Female,Healthcare Representative,2,Single,4107,3,No,8,2,4,0
40,No,Travel_Rarely,Sales,26,Marketing,1,1066,3,Male,Sales Executive,1,Married,8396,1,No,8,2,7,7
26,No,Travel_Frequently,Research & Development,1,Medical,1,1068,1,Female,Research Scientist,3,Divorced,2007,1,No,5,3,5,1
46,No,Travel_Rarely,Research & Development,1,Medical,1,1069,4,Male,Research Director,4,Divorced,19627,9,No,23,3,2,2
54,No,Travel_Rarely,Sales,2,Life Sciences,1,1070,3,Female,Sales Executive,3,Married,10686,6,No,13,3,9,7
56,No,Travel_Frequently,Research & Development,9,Medical,1,1071,1,Female,Research Scientist,3,Married,2942,2,No,18,3,5,0
36,No,Travel_Rarely,Research & Development,12,Medical,1,1073,4,Female,Manufacturing Director,4,Single,8858,0,No,15,2,14,7
55,No,Non-Travel,Research & Development,2,Medical,1,1074,3,Male,Manager,1,Single,16756,7,No,31,4,9,6
43,No,Travel_Rarely,Sales,25,Medical,1,1076,3,Male,Sales Executive,4,Divorced,10798,5,No,18,3,1,0
20,Yes,Travel_Frequently,Sales,9,Marketing,1,1077,4,Female,Sales Representative,4,Single,2323,1,Yes,2,3,2,0
21,Yes,Travel_Rarely,Research & Development,10,Life Sciences,1,1079,3,Female,Laboratory Technician,1,Single,1416,1,No,1,2,1,1
46,No,Travel_Rarely,Research & Development,8,Life Sciences,1,1080,4,Female,Research Scientist,1,Divorced,4615,8,Yes,19,3,16,1
51,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,1081,1,Male,Research Scientist,3,Married,2461,9,Yes,18,4,10,2
28,Yes,Non-Travel,Research & Development,24,Technical Degree,1,1082,2,Male,Healthcare Representative,1,Single,8722,1,No,10,2,10,1
26,No,Travel_Rarely,Research & Development,1,Medical,1,1083,1,Male,Laboratory Technician,1,Married,3955,1,No,6,3,5,1
30,No,Travel_Rarely,Research & Development,20,Other,1,1084,3,Male,Manufacturing Director,1,Married,9957,0,No,7,2,6,0
41,No,Travel_Rarely,Research & Development,7,Technical Degree,1,1085,2,Female,Research Scientist,3,Married,3376,1,No,10,3,10,0
38,No,Travel_Rarely,Research & Development,17,Life Sciences,1,1088,3,Female,Healthcare Representative,3,Married,8823,0,No,20,2,19,1
40,No,Travel_Rarely,Research & Development,20,Technical Degree,1,1092,1,Male,Healthcare Representative,4,Married,10322,4,No,14,3,11,11
27,No,Non-Travel,Research & Development,8,Life Sciences,1,1094,1,Male,Laboratory Technician,3,Married,4621,1,No,3,3,3,1
55,No,Travel_Frequently,Research & Development,2,Life Sciences,1,1096,4,Male,Manufacturing Director,2,Married,10976,3,No,23,3,3,1
28,No,Travel_Rarely,Research & Development,10,Other,1,1097,3,Female,Research Scientist,3,Single,3660,3,No,10,4,8,1
44,Yes,Travel_Rarely,Human Resources,1,Medical,1,1098,2,Male,Human Resources,1,Married,10482,9,No,24,3,20,3
33,No,Travel_Rarely,Research & Development,5,Life Sciences,1,1099,4,Male,Healthcare Representative,4,Divorced,7119,4,No,9,3,3,1
35,Yes,Travel_Rarely,Sales,4,Technical Degree,1,1100,4,Male,Sales Executive,1,Single,9582,0,Yes,9,3,8,4
33,Yes,Travel_Frequently,Research & Development,29,Medical,1,1101,1,Female,Research Scientist,3,Single,4508,1,No,14,3,13,3
28,No,Travel_Rarely,Research & Development,15,Life Sciences,1,1102,1,Male,Laboratory Technician,3,Divorced,2207,1,No,4,2,4,2
34,No,Travel_Frequently,Research & Development,3,Life Sciences,1,1103,1,Male,Healthcare Representative,4,Single,7756,0,No,7,2,6,0
37,No,Travel_Rarely,Sales,10,Life Sciences,1,1105,4,Female,Sales Executive,4,Divorced,6694,2,Yes,8,3,1,0
25,Yes,Travel_Rarely,Research & Development,4,Technical Degree,1,1106,4,Male,Laboratory Technician,4,Married,3691,1,Yes,7,4,7,5
26,Yes,Travel_Rarely,Research & Development,21,Medical,1,1107,1,Male,Laboratory Technician,3,Divorced,2377,1,No,1,2,1,0
33,Yes,Travel_Rarely,Research & Development,25,Medical,1,1108,1,Male,Research Scientist,2,Single,2313,4,Yes,5,3,2,2
42,No,Travel_Rarely,Research & Development,2,Medical,1,1109,4,Male,Manager,1,Married,17665,0,No,23,3,22,13
28,Yes,Travel_Frequently,Research & Development,1,Medical,1,1111,1,Male,Laboratory Technician,2,Divorced,2596,1,No,1,3,1,0
50,Yes,Travel_Frequently,Sales,1,Other,1,1113,4,Male,Sales Executive,3,Single,4728,3,Yes,5,3,0,0
33,No,Travel_Frequently,Sales,7,Life Sciences,1,1114,4,Female,Sales Executive,2,Married,4302,0,No,4,3,3,0
34,No,Non-Travel,Research & Development,3,Life Sciences,1,1115,3,Male,Research Scientist,4,Married,2979,3,No,6,3,0,0
48,No,Non-Travel,Research & Development,1,Medical,1,1116,1,Male,Manager,4,Single,16885,2,No,27,2,5,2
45,No,Non-Travel,Sales,9,Life Sciences,1,1117,2,Female,Sales Executive,3,Married,5593,1,No,15,3,15,4
52,No,Travel_Rarely,Research & Development,7,Life Sciences,1,1118,2,Male,Healthcare Representative,2,Single,10445,7,No,18,3,8,4
38,No,Travel_Rarely,Sales,10,Marketing,1,1119,3,Male,Sales Executive,3,Divorced,8740,0,Yes,9,3,8,2
29,No,Travel_Rarely,Research & Development,28,Life Sciences,1,1120,3,Female,Research Scientist,4,Divorced,2514,4,No,11,3,7,1
28,No,Travel_Rarely,Research & Development,3,Medical,1,1121,4,Female,Manufacturing Director,2,Divorced,7655,0,No,10,2,9,1
46,No,Travel_Rarely,Sales,3,Marketing,1,1124,1,Male,Manager,3,Married,17465,3,No,23,3,12,4
38,No,Travel_Rarely,Sales,2,Marketing,1,1125,4,Male,Sales Executive,2,Single,7351,7,No,10,3,1,0
43,No,Travel_Frequently,Research & Development,27,Life Sciences,1,1126,3,Female,Manufacturing Director,1,Married,10820,8,No,18,3,8,0
39,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,1127,1,Male,Healthcare Representative,4,Divorced,12169,7,No,21,3,18,11
40,No,Travel_Rarely,Research & Development,14,Medical,1,1128,3,Male,Research Director,3,Single,19626,1,No,21,4,20,4
21,No,Travel_Rarely,Research & Development,1,Technical Degree,1,1131,4,Female,Research Scientist,2,Single,2070,1,Yes,2,4,2,2
39,No,Non-Travel,Research & Development,9,Life Sciences,1,1132,3,Male,Laboratory Technician,2,Single,6782,9,No,9,2,5,0
36,No,Non-Travel,Research & Development,18,Life Sciences,1,1133,1,Male,Manufacturing Director,4,Single,7779,2,No,18,3,11,0
31,No,Travel_Frequently,Sales,20,Life Sciences,1,1135,3,Male,Sales Representative,4,Married,2791,0,No,3,3,2,2
28,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1136,1,Male,Research Scientist,2,Married,3201,0,No,6,1,5,0
35,No,Travel_Frequently,Sales,11,Marketing,1,1137,4,Male,Sales Executive,4,Divorced,4968,1,No,5,3,5,0
49,No,Travel_Rarely,Sales,8,Technical Degree,1,1138,4,Male,Sales Executive,2,Married,13120,6,No,22,3,9,2
34,No,Travel_Frequently,Research & Development,2,Life Sciences,1,1140,4,Male,Manufacturing Director,3,Single,4033,2,No,5,2,3,0
29,No,Travel_Frequently,Research & Development,10,Life Sciences,1,1143,4,Female,Research Scientist,2,Divorced,3291,0,No,8,2,7,1
42,No,Travel_Rarely,Research & Development,29,Medical,1,1148,2,Male,Laboratory Technician,4,Single,4272,4,No,16,3,1,0
29,No,Travel_Rarely,Research & Development,8,Medical,1,1150,2,Male,Manufacturing Director,4,Married,5056,1,Yes,10,2,10,1
38,No,Travel_Rarely,Human Resources,1,Human Resources,1,1152,3,Male,Human Resources,3,Married,2844,1,No,7,4,7,5
28,No,Travel_Frequently,Research & Development,6,Life Sciences,1,1154,3,Male,Research Scientist,3,Divorced,2703,1,Yes,3,3,3,0
18,Yes,Non-Travel,Research & Development,8,Medical,1,1156,3,Male,Laboratory Technician,3,Single,1904,1,No,0,3,0,0
33,Yes,Travel_Rarely,Sales,9,Marketing,1,1157,1,Female,Sales Executive,1,Single,8224,0,Yes,6,3,5,0
41,No,Travel_Rarely,Research & Development,12,Life Sciences,1,1158,2,Male,Laboratory Technician,4,Married,4766,3,Yes,6,3,1,0
31,Yes,Travel_Frequently,Research & Development,15,Medical,1,1160,3,Male,Laboratory Technician,3,Married,2610,1,No,2,2,2,2
37,No,Travel_Rarely,Research & Development,25,Medical,1,1161,3,Female,Healthcare Representative,4,Divorced,5731,7,No,9,3,6,1
27,No,Travel_Rarely,Research & Development,6,Life Sciences,1,1162,4,Male,Research Scientist,3,Married,2539,1,No,4,3,4,2
34,No,Travel_Rarely,Sales,9,Life Sciences,1,1163,2,Female,Sales Executive,3,Married,5714,1,No,6,2,6,1
35,No,Travel_Rarely,Human Resources,8,Technical Degree,1,1164,3,Male,Human Resources,3,Single,4323,1,No,6,1,5,1
29,Yes,Travel_Rarely,Sales,23,Life Sciences,1,1165,4,Female,Sales Executive,1,Married,7336,1,No,11,1,11,3
40,No,Travel_Frequently,Research & Development,9,Medical,1,1166,2,Female,Research Director,3,Single,13499,9,No,20,2,18,2
42,Yes,Travel_Frequently,Sales,12,Life Sciences,1,1167,3,Male,Sales Executive,1,Single,13758,0,Yes,22,2,21,13
42,No,Travel_Rarely,Sales,4,Marketing,1,1171,2,Male,Sales Executive,1,Single,5155,7,No,9,4,6,1
35,No,Travel_Rarely,Research & Development,1,Medical,1,1172,4,Male,Laboratory Technician,3,Married,2258,6,No,10,3,8,1
24,No,Travel_Rarely,Research & Development,24,Medical,1,1173,4,Male,Laboratory Technician,2,Single,3597,8,No,6,3,4,1
28,Yes,Travel_Rarely,Research & Development,12,Life Sciences,1,1175,3,Female,Laboratory Technician,4,Married,2515,1,Yes,1,2,1,0
26,No,Travel_Rarely,Research & Development,3,Medical,1,1177,1,Male,Laboratory Technician,4,Married,4420,1,No,8,3,8,0
30,No,Travel_Rarely,Sales,10,Marketing,1,1179,3,Male,Sales Executive,3,Married,6578,1,No,10,3,10,1
40,No,Travel_Frequently,Research & Development,26,Medical,1,1180,3,Female,Research Scientist,4,Married,4422,3,Yes,16,1,1,0
35,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1182,3,Male,Manufacturing Director,2,Divorced,10274,2,No,15,4,7,6
34,No,Travel_Frequently,Research & Development,1,Medical,1,1184,4,Male,Healthcare Representative,1,Single,5343,0,No,14,3,13,4
35,No,Travel_Frequently,Research & Development,4,Other,1,1185,4,Male,Laboratory Technician,4,Married,2376,1,No,2,4,2,2
43,Yes,Travel_Rarely,Sales,9,Marketing,1,1188,1,Female,Sales Executive,3,Single,5346,8,No,7,2,4,1
32,No,Non-Travel,Sales,2,Life Sciences,1,1190,3,Female,Sales Representative,1,Divorced,2827,1,No,1,3,1,0
56,No,Travel_Rarely,Research & Development,4,Technical Degree,1,1191,4,Female,Manager,1,Divorced,19943,4,No,28,3,5,4
29,No,Travel_Rarely,Research & Development,6,Medical,1,1192,2,Female,Laboratory Technician,4,Married,3131,1,No,10,3,10,0
19,No,Travel_Rarely,Research & Development,9,Life Sciences,1,1193,3,Male,Research Scientist,1,Single,2552,1,No,1,3,1,0
45,No,Travel_Rarely,Research & Development,7,Medical,1,1195,1,Female,Research Scientist,3,Married,4477,4,Yes,7,2,3,0
37,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1196,4,Female,Manufacturing Director,4,Married,6474,1,No,14,2,14,3
20,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1198,1,Male,Laboratory Technician,3,Single,3033,1,No,2,2,2,1
44,Yes,Travel_Rarely,Research & Development,10,Life Sciences,1,1200,3,Male,Research Scientist,3,Single,2936,1,Yes,6,3,6,0
53,No,Travel_Rarely,Research & Development,7,Medical,1,1201,4,Female,Manager,3,Divorced,18606,3,No,26,3,7,4
29,No,Travel_Rarely,Research & Development,15,Life Sciences,1,1202,2,Female,Research Scientist,4,Married,2168,0,Yes,6,2,5,1
22,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,1203,3,Male,Research Scientist,4,Married,2853,0,Yes,1,3,0,0
46,No,Travel_Rarely,Sales,2,Marketing,1,1204,3,Female,Manager,1,Married,17048,8,No,28,3,26,15
44,No,Non-Travel,Research & Development,17,Life Sciences,1,1206,4,Male,Research Scientist,3,Single,2290,2,No,6,3,0,0
33,No,Travel_Rarely,Human Resources,2,Human Resources,1,1207,2,Male,Human Resources,3,Married,3600,1,No,5,3,5,1
